{Acanthoscurria_cioides, Pterocles_rufus} {Bradypodion_grunniens, Nyroca_monedula}
{Ardea_macrops, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Ardea_macrops, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Ardea_macrops, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Ardea_macrops, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Ardea_macrops, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Ardea_macrops, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Ardea_macrops, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Ardea_macrops, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Ardea_macrops, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Ardea_macrops, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Ardea_macrops, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Ardea_macrops, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Oxyura_medici}
{Bradypodion_grunniens, Holaspis_subcinctus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Holaspis_subcinctus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Holaspis_subcinctus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Holaspis_subcinctus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Holaspis_subcinctus} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ophisops_mysticetus, Oxyura_medici}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyctixalus_stagnalis} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Oxyura_medici}
{Bradypodion_grunniens, Pterocles_rufus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Pterocles_rufus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Pterocles_rufus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Pterocles_rufus} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Pterocles_rufus} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Pterocles_rufus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Pterocles_rufus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Ophisops_mysticetus, Oxyura_medici}
{Bradypodion_grunniens, Pterocles_rufus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Pterocles_rufus} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Gallinago_leporosum}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Oxyura_medici}
{Bradypodion_grunniens, Trapelus_mexicana} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Trapelus_mexicana} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Trapelus_mexicana} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Bradypodion_grunniens, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Gallinago_leporosum, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Gallinago_leporosum, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ophisops_mysticetus, Oxyura_medici}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyctixalus_stagnalis} {Oxyura_medici, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Oxyura_medici}
{Holaspis_subcinctus, Nyroca_monedula} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Oxyura_medici}
{Holaspis_subcinctus, Nyroca_monedula} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Oxyura_medici}
{Holaspis_subcinctus, Nyroca_monedula} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Nyroca_monedula} {Gallinago_leporosum, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyroca_monedula} {Gallinago_leporosum, Oxyura_medici}
{Holaspis_subcinctus, Nyroca_monedula} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Holaspis_subcinctus, Nyroca_monedula} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Nyroca_monedula} {Oxyura_medici, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Oxyura_medici}
{Holaspis_subcinctus, Pterocles_rufus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Oxyura_medici}
{Holaspis_subcinctus, Pterocles_rufus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Oxyura_medici}
{Holaspis_subcinctus, Pterocles_rufus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Pterocles_rufus} {Gallinago_leporosum, Ophisops_mysticetus}
{Holaspis_subcinctus, Pterocles_rufus} {Gallinago_leporosum, Oxyura_medici}
{Holaspis_subcinctus, Pterocles_rufus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Holaspis_subcinctus, Pterocles_rufus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Ophisops_mysticetus, Oxyura_medici}
{Holaspis_subcinctus, Pterocles_rufus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Pterocles_rufus} {Oxyura_medici, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Gallinago_leporosum}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Oxyura_medici}
{Holaspis_subcinctus, Trapelus_mexicana} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Oxyura_medici}
{Holaspis_subcinctus, Trapelus_mexicana} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Holaspis_subcinctus, Trapelus_mexicana} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Trapelus_mexicana} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Holaspis_subcinctus, Trapelus_mexicana} {Ethmostigmus_salamandra, Oxyura_medici}
{Holaspis_subcinctus, Trapelus_mexicana} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Holaspis_subcinctus, Trapelus_mexicana} {Gallinago_leporosum, Ophisops_mysticetus}
{Holaspis_subcinctus, Trapelus_mexicana} {Gallinago_leporosum, Oxyura_medici}
{Holaspis_subcinctus, Trapelus_mexicana} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Holaspis_subcinctus, Trapelus_mexicana} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Ophisops_mysticetus, Oxyura_medici}
{Holaspis_subcinctus, Trapelus_mexicana} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Holaspis_subcinctus, Trapelus_mexicana} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Gallinago_leporosum, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Nyroca_monedula} {Opheodrys_fimbriatus, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ophisops_mysticetus, Oxyura_medici}
{Nyctixalus_stagnalis, Nyroca_monedula} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Nyroca_monedula} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Gallinago_leporosum, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyctixalus_stagnalis, Pterocles_rufus} {Opheodrys_fimbriatus, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ophisops_mysticetus, Oxyura_medici}
{Nyctixalus_stagnalis, Pterocles_rufus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Pterocles_rufus} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Nyctixalus_stagnalis, Trapelus_mexicana} {Acanthoscurria_cioides, Ophisops_mysticetus}
